,City,Location,lon,lat
355,"Oriskany, NY","(43.157359, -75.332909)",43.157359,-75.332909
356,"Lake Success, NY","(40.7706572, -73.7176312)",40.7706572,-73.7176312
357,"East Aurora, NY","(42.7689141, -78.6177611)",42.7689141,-78.6177611
358,"Middletown, NY","(41.4459271, -74.4229341)",41.4459271,-74.4229341
359,"Gardiner, NY","(41.6798157, -74.1504231)",41.6798157,-74.1504231
360,"Castro Valley, CA","(37.6940861, -122.0863605)",37.6940861,-122.0863605
361,"Algona, WA","(43.0699663, -94.233019)",43.0699663,-94.233019
362,"Federal Way, WA","(47.313494, -122.3393103)",47.313494,-122.3393103
363,"Sterling, VA","(39.0016194, -77.4032011)",39.0016194,-77.4032011
364,"Alsip, IL","(41.6689223, -87.7386619)",41.6689223,-87.7386619
365,"Westmont, IL","(41.7958639, -87.9756175)",41.7958639,-87.9756175
366,"Commerce City, CO","(39.8083196, -104.9338675)",39.8083196,-104.9338675
367,"Batavia, NY","(42.9980144, -78.1875515)",42.9980144,-78.1875515
368,"Fairport, NY","(43.0993, -77.443014)",43.0993,-77.443014
369,"Edgewood, NY","(42.140367, -74.2123659)",42.140367,-74.2123659
370,"Flushing, NY","(40.7654301, -73.8174291)",40.7654301,-73.8174291
371,"Tonawanda, NY","(43.020679, -78.878383)",43.020679,-78.878383
372,"Troy, NY","(42.7284117, -73.6917851)",42.7284117,-73.6917851
373,"Albany, CA","(37.88687, -122.2977475)",37.88687,-122.2977475
374,"Playa del Rey, CA","(33.9550828, -118.4367496)",33.9550828,-118.4367496
375,"San Fernando Valley, CA","(36.4703349, -6.1852025)",36.4703349,-6.1852025
376,"Marina del Rey, CA","(36.9225615, -121.8517849)",36.9225615,-121.8517849
377,"Los Angeles County, CA","(34.3155072, -118.2096814)",34.3155072,-118.2096814
378,"Vernon, CA","(50.268277, -119.267578)",50.268277,-119.267578
379,"Auburn, WA","(47.3075369, -122.2301808)",47.3075369,-122.2301808
380,"Centreville, VA","(38.8403909, -77.4288769)",38.8403909,-77.4288769
381,"Needham, MA","(42.283431, -71.2328329)",42.283431,-71.2328329
382,"Hanover, MA","(42.1131572, -70.8119859)",42.1131572,-70.8119859
383,"North Andover, MA","(42.6987024, -71.1350575)",42.6987024,-71.1350575
384,"Salem, MA","(42.5195292, -70.8967226)",42.5195292,-70.8967226
385,"Latham, NY","(42.7470225, -73.7590088)",42.7470225,-73.7590088
386,"Ardsley, NY","(41.0106531, -73.8437452)",41.0106531,-73.8437452
387,"Suffolk County, NY","(40.8832318, -72.8578027)",40.8832318,-72.8578027
388,"Lake Grove, NY","(40.8528761, -73.1151102)",40.8528761,-73.1151102
389,"Port Chester, NY","(41.0017643, -73.6656834)",41.0017643,-73.6656834
390,"Westchester, NY","(41.1763139, -73.7907554)",41.1763139,-73.7907554
391,"Staten Island, NY","(40.5834557, -74.1496048)",40.5834557,-74.1496048
392,"Watertown, NY","(43.9747838, -75.9107565)",43.9747838,-75.9107565
393,"Downey, CA","(33.9400143, -118.1325688)",33.9400143,-118.1325688
394,"Azusa, CA","(34.1338751, -117.9056046)",34.1338751,-117.9056046
395,"Estacada, OR","(45.2892636, -122.3362176)",45.2892636,-122.3362176
396,"Pentagon, DC","(38.84163325, -77.0192171947467)",38.84163325,-77.0192171947467
397,"Gary, IN","(41.6021292, -87.3371372)",41.6021292,-87.3371372
398,"Superior, CO","(39.9527634, -105.1685977)",39.9527634,-105.1685977
399,"Liverpool, NY","(43.106456, -76.217705)",43.106456,-76.217705
400,"Central Islip, NY","(40.7906538, -73.2017811)",40.7906538,-73.2017811
401,"Rego Park, NY","(40.72293705, -73.8622141140234)",40.72293705,-73.8622141140234
402,"Gloversville, NY","(43.0528133, -74.34369)",43.0528133,-74.34369
403,"Farmingdale, NY","(40.7317855, -73.4481361974341)",40.7317855,-73.4481361974341
404,"La Porte, TX","(29.6657838, -95.0193729)",29.6657838,-95.0193729
405,"Century City, CA","(34.0555654, -118.4178565)",34.0555654,-118.4178565
406,"Marylhurst, OR","(45.4012309, -122.6512046)",45.4012309,-122.6512046
407,"Glens Falls, NY","(43.309941, -73.644447)",43.309941,-73.644447
408,"Dominguez, CA","(33.8347392, -118.2186814)",33.8347392,-118.2186814
409,"Pleasant Hill, CA","(37.9479786, -122.0607963)",37.9479786,-122.0607963
410,"Paramount, CA","(33.898917, -118.171005)",33.898917,-118.171005
411,"Fort Belvoir, VA","(38.7107385, -77.1436762765619)",38.7107385,-77.1436762765619
412,"Rosslyn, VA","(38.8967784, -77.0724777)",38.8967784,-77.0724777
413,"Greenbelt, MD","(39.0045544, -76.8755282)",39.0045544,-76.8755282
414,"Annandale, VA","(38.8303098, -77.1964966)",38.8303098,-77.1964966
415,"Martin Luther, IL","(-27.07118065, -53.1620186772234)",-27.07118065,-53.1620186772234
416,"Winnetka, IL","(42.1080834, -87.7358951)",42.1080834,-87.7358951
417,"Queens Village, NY","(40.7267692, -73.7415208)",40.7267692,-73.7415208
418,"Canandaigua, NY","(42.8844625, -77.278399)",42.8844625,-77.278399
419,"Honeoye Falls, NY","(42.9520098, -77.5914698)",42.9520098,-77.5914698
420,"Dobbs Ferry, NY","(41.0145418, -73.872635)",41.0145418,-73.872635
421,"Fredonia, NY","(42.440058, -79.331711)",42.440058,-79.331711
422,"Fort Drum, NY","(44.046388, -75.777168)",44.046388,-75.777168
423,"East Bay, CA","(46.0193462, -60.372133)",46.0193462,-60.372133
424,"West Los Angeles, CA","(34.0463986, -118.448135)",34.0463986,-118.448135
425,"Snoqualmie, WA","(47.5278365, -121.876437419641)",47.5278365,-121.876437419641
426,"Lake Forest Park, WA","(47.7567679, -122.2809623)",47.7567679,-122.2809623
427,"Tigard, OR","(45.4307473, -122.7719339)",45.4307473,-122.7719339
428,"Brookline, MA","(42.3317642, -71.1211635)",42.3317642,-71.1211635
429,"Rensselaer, NY","(42.7091389, -73.5107732)",42.7091389,-73.5107732
430,"Oceanside, NY","(40.6387141, -73.6401296)",40.6387141,-73.6401296
431,"Richmond Hill, NY","(42.7400674, -75.8901954)",42.7400674,-75.8901954
432,"Hillsborough, CA","(37.5527255, -122.330695496154)",37.5527255,-122.330695496154
433,"Larkspur, CA","(37.9340915, -122.5352539)",37.9340915,-122.5352539
434,"Hawaiian Gardens, CA","(33.8284787, -118.0743137)",33.8284787,-118.0743137
435,"Puget Sound, WA","(47.8331514, -122.4345806)",47.8331514,-122.4345806
436,"Palos Heights, IL","(41.6681632, -87.7962812)",41.6681632,-87.7962812
437,"West Bridgewater, MA","(42.0189894, -71.0078215)",42.0189894,-71.0078215
438,"Gates, NY","(43.0914641, -73.6381727)",43.0914641,-73.6381727
439,"Conklin, NY","(42.0342437, -75.803801)",42.0342437,-75.803801
440,"Cheektowaga, NY","(42.8916763, -78.7747132)",42.8916763,-78.7747132
441,"Chatsworth, CA","(44.4560807, -80.8978758)",44.4560807,-80.8978758
442,"Cheverly, MD","(38.928167, -76.915807)",38.928167,-76.915807
443,"Elmsford, NY","(41.0550969, -73.8201338)",41.0550969,-73.8201338
444,"Hempstead, NY","(40.7063185, -73.618684)",40.7063185,-73.618684
445,"Seneca Falls, NY","(42.910622, -76.7966215)",42.910622,-76.7966215
446,"Sylmar, CA","(34.3076252, -118.4492148)",34.3076252,-118.4492148
447,"Tacoma, WA","(47.2495798, -122.4398746)",47.2495798,-122.4398746
448,"River Forest, IL","(41.8978091, -87.8139483)",41.8978091,-87.8139483
449,"Markham, IL","(43.854336, -79.326782)",43.854336,-79.326782
450,"Schenectady, NY","(42.8095455, -74.021672)",42.8095455,-74.021672
451,"Fishkill, NY","(41.5355745, -73.898702)",41.5355745,-73.898702
452,"Kingston, NY","(41.9287812, -74.0023702)",41.9287812,-74.0023702
453,"Oak Lawn, IL","(41.7108662, -87.7581081)",41.7108662,-87.7581081
454,"Parker, CO","(39.5184514, -104.7612638)",39.5184514,-104.7612638
455,"Fulton, MD","(39.1509408, -76.9230307)",39.1509408,-76.9230307
456,"Universal City, CA","(34.1412926, -118.3584364)",34.1412926,-118.3584364
457,"Charlestown, MA","(42.3778749, -71.0619957)",42.3778749,-71.0619957
458,"Brighton, MA","(42.3500971, -71.1564423)",42.3500971,-71.1564423
459,"New City, NY","(41.1469917, -73.9902998)",41.1469917,-73.9902998
460,"Plattsburgh, NY","(44.69282, -73.45562)",44.69282,-73.45562
461,"Missouri City, TX","(29.6185669, -95.5377215)",29.6185669,-95.5377215
462,"Oakton, VA","(38.881385, -77.3006469)",38.881385,-77.3006469
463,"Whiting, IN","(41.6797578, -87.4944873)",41.6797578,-87.4944873
464,"Lombard, IL","(41.8800296, -88.0078435)",41.8800296,-88.0078435
465,"East Fishkill, NY","(41.5533306, -73.7956214)",41.5533306,-73.7956214
466,"West Henrietta, NY","(43.0400626, -77.6616685)",43.0400626,-77.6616685
467,"Walden, NY","(41.5612048, -74.1884806)",41.5612048,-74.1884806
468,"Garden City, NY","(40.7266477, -73.6343052)",40.7266477,-73.6343052
469,"Potomac, MD","(39.017936, -77.2094542)",39.017936,-77.2094542
470,"Arvada, CO","(39.8027644, -105.0874842)",39.8027644,-105.0874842
471,"Wakefield, MA","(42.506484, -71.0728306)",42.506484,-71.0728306
472,"Methuen, MA","(42.7262016, -71.1908924)",42.7262016,-71.1908924
473,"Manhasset, NY","(40.7978787, -73.6995749)",40.7978787,-73.6995749
474,"Kirkwood, NY","(42.0397993, -75.7971341)",42.0397993,-75.7971341
475,"Buena Park, CA","(33.870413, -117.9962165)",33.870413,-117.9962165
476,"Baldwin Park, CA","(34.0854739, -117.9611761)",34.0854739,-117.9611761
477,"North Hills, CA","(34.239054, -118.478622)",34.239054,-118.478622
478,"Lynnwood, WA","(47.8278656, -122.3053932)",47.8278656,-122.3053932
479,"Calverton, MD","(39.0576091, -76.9358082)",39.0576091,-76.9358082
480,"Bridgeview, IL","(41.7500323, -87.8042216)",41.7500323,-87.8042216
481,"Hinsdale, IL","(41.8008642, -87.9370052)",41.8008642,-87.9370052
482,"Ashland, MA","(42.2612067, -71.4633956)",42.2612067,-71.4633956
483,"Canal Street, NY","(40.7165615, -73.9969813)",40.7165615,-73.9969813
484,"Amenia, NY","(41.8492599, -73.5567919)",41.8492599,-73.5567919
485,"Suitland, MD","(38.848724, -76.9238625)",38.848724,-76.9238625
486,"Elmhurst, IL","(41.8994745, -87.9403418)",41.8994745,-87.9403418
487,"Bowling Green, NY","(40.70496825, -74.0136576060236)",40.70496825,-74.0136576060236
488,"Town of Southeast, NY","(41.4014835, -73.5990931581883)",41.4014835,-73.5990931581883
489,"Redwood, CA","(33.45713595, -117.094843284353)",33.45713595,-117.094843284353
490,"Huntington Beach, CA","(33.6783336, -118.0000166)",33.6783336,-118.0000166
491,"La Palma, CA","(33.846404, -118.0467306)",33.846404,-118.0467306
492,"West McLean, VA","(38.9320553, -77.1841468)",38.9320553,-77.1841468
493,"Franklin Park, IL","(41.9353084, -87.865618)",41.9353084,-87.865618
494,"East Greenbush, NY","(42.5909135, -73.7017858)",42.5909135,-73.7017858
495,"Waterford, NY","(42.7925778, -73.6812293)",42.7925778,-73.6812293
496,"Webster, TX","(29.5377315, -95.1182645)",29.5377315,-95.1182645
497,"Temple City, CA","(34.1082994, -118.0577568)",34.1082994,-118.0577568
498,"Saugus, MA","(42.4648183, -71.010051)",42.4648183,-71.010051
499,"Skaneateles Falls, NY","(42.9931214, -76.4560472)",42.9931214,-76.4560472
500,"Lawndale, CA","(33.88711, -118.3531481)",33.88711,-118.3531481
501,"Hornell, NY","(42.3278477, -77.6611025)",42.3278477,-77.6611025
502,"West Nyack, NY","(41.096485, -73.9729162)",41.096485,-73.9729162
503,"Lackawanna, NY","(42.81909025, -78.833717479075)",42.81909025,-78.833717479075
504,"Rockville Centre, NY","(40.6587138, -73.6412406)",40.6587138,-73.6412406
505,"Shirley, NY","(42.5767271, -78.9136452)",42.5767271,-78.9136452
506,"Pico Rivera, CA","(33.9830688, -118.096735)",33.9830688,-118.096735
507,"Wheat Ridge, CO","(39.766098, -105.0772063)",39.766098,-105.0772063
508,"Sudbury, MA","(42.3834278, -71.4161725)",42.3834278,-71.4161725
509,"Ipswich, MA","(42.679273, -70.8411583)",42.679273,-70.8411583
510,"Veteran, NY","(42.0803684, -73.994303)",42.0803684,-73.994303
511,"Wayne, NY","(43.1500557, -77.0377603)",43.1500557,-77.0377603
512,"Wayland, NY","(42.5678449, -77.5897139)",42.5678449,-77.5897139
513,"Bloomington, NY","(41.8789815, -74.0440293)",41.8789815,-74.0440293
514,"Binghamton, NY","(42.096968, -75.914341)",42.096968,-75.914341
515,"Lakewood, CA","(33.8503463, -118.1171914)",33.8503463,-118.1171914
516,"Diamond Bar, CA","(34.0286226, -117.8103367)",34.0286226,-117.8103367
517,"South San Gabriel, CA","(34.0625103, -118.0903465)",34.0625103,-118.0903465
518,"Elk Grove, IL","(38.4087993, -121.3716178)",38.4087993,-121.3716178
519,"Watkins, CO","(39.7452645, -104.6074665)",39.7452645,-104.6074665
520,"College Point, NY","(40.7876014, -73.8459682)",40.7876014,-73.8459682
521,"Carle Place, NY","(40.7526008, -73.6104058)",40.7526008,-73.6104058
522,"Amsterdam, NY","(42.943367, -74.1850436)",42.943367,-74.1850436
523,"Lemont, IL","(41.673642, -88.0017261)",41.673642,-88.0017261
524,"Holley, NY","(43.226806, -78.027155)",43.226806,-78.027155
525,"Falconer, NY","(42.11867, -79.19838)",42.11867,-79.19838
526,"Shoreline, WA","(47.7558829, -122.341042728006)",47.7558829,-122.341042728006
527,"Thornton, CO","(39.9174732, -104.905461107313)",39.9174732,-104.905461107313
528,"Mattapan, MA","(42.28073845, -71.0902835486636)",42.28073845,-71.0902835486636
529,"Kingdom, NY","(43.1139558, -76.3960453)",43.1139558,-76.3960453
530,"Old Westbury, NY","(40.7887113, -73.5995717)",40.7887113,-73.5995717
531,"San Diego, CA","(32.7174209, -117.1627714)",32.7174209,-117.1627714
532,"Spring Valley, CA","(38.7793481, -120.5277024)",38.7793481,-120.5277024
533,"La Jolla, CA","(32.8335005, -117.2616203)",32.8335005,-117.2616203
534,"Cardiff-by-the-Sea, CA","(33.0220155, -117.2803463)",33.0220155,-117.2803463
535,"Chula Vista, CA","(32.6400541, -117.0841955)",32.6400541,-117.0841955
536,"La Mesa, CA","(32.7678288, -117.0230839)",32.7678288,-117.0230839
537,"El Cajon, CA","(32.7947731, -116.9625269)",32.7947731,-116.9625269
538,"Hollywood, FL","(26.0112014, -80.1494901)",26.0112014,-80.1494901
539,"Miami, FL","(25.7742658, -80.1936589)",25.7742658,-80.1936589
540,"Miramar, FL","(25.97591145, -80.3347212811522)",25.97591145,-80.3347212811522
541,"Coral Gables, FL","(25.6905515, -80.235008979837)",25.6905515,-80.235008979837
542,"Plantation, FL","(26.1265258, -80.257861237651)",26.1265258,-80.257861237651
543,"Miami Lakes, FL","(25.91162125, -80.3212747999664)",25.91162125,-80.3212747999664
544,"Fort Lauderdale, FL","(26.1223084, -80.1433786)",26.1223084,-80.1433786
545,"Doral, FL","(25.8184725, -80.3539679130979)",25.8184725,-80.3539679130979
546,"Hialeah, FL","(25.8575963, -80.2781057)",25.8575963,-80.2781057
547,"South Miami, FL","(25.7078467, -80.2956356768285)",25.7078467,-80.2956356768285
548,"Pembroke Pines, FL","(26.02322025, -80.3412390662562)",26.02322025,-80.3412390662562
549,"Miami Gardens, FL","(25.94207545, -80.2397528099553)",25.94207545,-80.2397528099553
550,"South Florida, FL","(29.627777, -82.3640800500526)",29.627777,-82.3640800500526
551,"Charlotte, NC","(35.2270869, -80.8431268)",35.2270869,-80.8431268
552,"Davidson, NC","(35.7902384, -80.2115053)",35.7902384,-80.2115053
553,"Fort Mill, SC","(35.0073697, -80.9450759)",35.0073697,-80.9450759
554,"Kannapolis, NC","(35.4873613, -80.6217341)",35.4873613,-80.6217341
555,"Mooresville, NC","(35.5848596, -80.8100724)",35.5848596,-80.8100724
556,"Huntersville, NC","(35.410845, -80.8429094)",35.410845,-80.8429094
557,"Monroe, NC","(34.9854275, -80.5495112)",34.9854275,-80.5495112
558,"Cornelius, NC","(35.4817982, -80.8589501)",35.4817982,-80.8589501
559,"Concord, NC","(35.4093772, -80.5797416)",35.4093772,-80.5797416
560,"Lansdale, PA","(40.2414952, -75.2837862)",40.2414952,-75.2837862
561,"Plymouth Meeting, PA","(40.1105915, -75.2844870122158)",40.1105915,-75.2844870122158
562,"Trevose, PA","(40.1392766, -74.9810019)",40.1392766,-74.9810019
563,"Warminster, PA","(40.1950775, -75.0889315)",40.1950775,-75.0889315
564,"Philadelphia, PA","(39.9523993, -75.1635899)",39.9523993,-75.1635899
565,"West Chester, PA","(39.9597213, -75.6059638)",39.9597213,-75.6059638
566,"Bristol, PA","(40.1006661, -74.8518311)",40.1006661,-74.8518311
567,"Newtown Square, PA","(39.9868117, -75.4007633)",39.9868117,-75.4007633
568,"Wilmington, DE","(39.7459468, -75.546589)",39.7459468,-75.546589
569,"Colmar, PA","(40.2673286, -75.2535079)",40.2673286,-75.2535079
570,"King of Prussia, PA","(40.095044, -75.3851599333741)",40.095044,-75.3851599333741
571,"Cherry Hill, NJ","(39.9348351, -75.0307264)",39.9348351,-75.0307264
572,"Chadds Ford, PA","(39.8717773, -75.5913178)",39.8717773,-75.5913178
573,"Malvern, PA","(40.036202, -75.5138959)",40.036202,-75.5138959
574,"Blue Bell, PA","(40.147809, -75.2727809887792)",40.147809,-75.2727809887792
575,"Glenolden, PA","(39.9001126, -75.2890745)",39.9001126,-75.2890745
576,"Horsham, PA","(40.1842455, -75.1390522720464)",40.1842455,-75.1390522720464
577,"Conshohocken, PA","(40.0792766, -75.3015714)",40.0792766,-75.3015714
578,"Camden, NJ","(39.9448402, -75.1198911)",39.9448402,-75.1198911
579,"Valley Forge, PA","(40.0970507, -75.4696358)",40.0970507,-75.4696358
580,"Florence, NJ","(39.7342825, -74.9182198)",39.7342825,-74.9182198
581,"Lumberton, NJ","(39.9659459, -74.8051628)",39.9659459,-74.8051628
582,"Oaks, PA","(40.1317722, -75.4596319)",40.1317722,-75.4596319
583,"Spring House, PA","(40.1868505, -75.2279639080529)",40.1868505,-75.2279639080529
584,"Fort Washington, PA","(40.14785315, -75.1897242751505)",40.14785315,-75.1897242751505
585,"Boothwyn, PA","(39.835907, -75.4488451468055)",39.835907,-75.4488451468055
586,"Richboro, PA","(40.229682, -74.999488922802)",40.229682,-74.999488922802
587,"Mount Laurel, NJ","(39.934002, -74.8909988)",39.934002,-74.8909988
588,"Radnor, PA","(40.0463001, -75.3595487)",40.0463001,-75.3595487
589,"Villanova, PA","(44.985725, 9.2915544)",44.985725,9.2915544
590,"Bala-Cynwyd, PA","(40.0076125, -75.2340695)",40.0076125,-75.2340695
591,"Moorestown, NJ","(39.9670569, -74.9426677)",39.9670569,-74.9426677
592,"Chester, PA","(39.849557, -75.3557458)",39.849557,-75.3557458
593,"Marlton, NJ","(39.8912248, -74.9218325)",39.8912248,-74.9218325
594,"Glassboro, NJ","(39.7027677, -75.1119434)",39.7027677,-75.1119434
595,"San Antonio, TX","(29.4246002, -98.4951405)",29.4246002,-98.4951405
596,"Brooks AFB, TX","(29.34218355, -98.4398701663388)",29.34218355,-98.4398701663388
597,"Randolph AFB, TX","(29.5290874, -98.2792196344585)",29.5290874,-98.2792196344585
598,"Lackland AFB, TX","(29.3827609, -98.598418133815)",29.3827609,-98.598418133815
599,"Irving, TX","(32.8295183, -96.9442177)",32.8295183,-96.9442177
600,"Dallas, TX","(32.7762719, -96.7968559)",32.7762719,-96.7968559
601,"Plano, TX","(33.0136764, -96.6925096)",33.0136764,-96.6925096
602,"Richardson, TX","(32.9481789, -96.7297206)",32.9481789,-96.7297206
603,"Carrollton, TX","(32.9537349, -96.8902816)",32.9537349,-96.8902816
604,"Dallas-Fort Worth, TX","(32.7464307, -97.3197447)",32.7464307,-97.3197447
605,"Las Colinas, TX","(32.8686206, -96.9335904)",32.8686206,-96.9335904
606,"Addison, TX","(32.9604305, -96.8302600315605)",32.9604305,-96.8302600315605
607,"Coppell, TX","(32.958352, -96.9881830964861)",32.958352,-96.9881830964861
608,"Lewisville, TX","(33.046233, -96.994174)",33.046233,-96.994174
609,"Arlington, TX","(32.701939, -97.1057149357776)",32.701939,-97.1057149357776
610,"Grand Prairie, TX","(32.657368, -97.0284662417504)",32.657368,-97.0284662417504
611,"Grapevine, TX","(32.9342919, -97.0780654)",32.9342919,-97.0780654
612,"Fort Worth, TX","(32.753177, -97.3327459)",32.753177,-97.3327459
613,"Mountain View, CA","(37.3893889, -122.0832101)",37.3893889,-122.0832101
614,"Palo Alto, CA","(37.442156, -122.1634472)",37.442156,-122.1634472
615,"San Jose, CA","(37.3361905, -121.8905833)",37.3361905,-121.8905833
616,"Santa Clara, CA","(37.3541132, -121.9551744)",37.3541132,-121.9551744
617,"Cupertino, CA","(37.3230107, -122.0322519)",37.3230107,-122.0322519
618,"Sunnyvale, CA","(37.3688301, -122.0363496)",37.3688301,-122.0363496
619,"Milpitas, CA","(37.4282724, -121.9066238)",37.4282724,-121.9066238
620,"Fremont, CA","(37.5482697, -121.9885719)",37.5482697,-121.9885719
621,"Livermore, CA","(37.6820583, -121.7680531)",37.6820583,-121.7680531
622,"Los Altos, CA","(37.3790629, -122.116578)",37.3790629,-122.116578
623,"Pleasanton, CA","(37.6624312, -121.8746789)",37.6624312,-121.8746789
624,"Jacksonville, FL","(30.3321838, -81.655651)",30.3321838,-81.655651
625,"Orange Park, FL","(30.1660736, -81.706484)",30.1660736,-81.706484
626,"Switzerland, FL","(30.0760748, -81.6473133)",30.0760748,-81.6473133
627,"Ponte Vedra Beach, FL","(30.2396865, -81.3856384)",30.2396865,-81.3856384
628,"Dublin, OH","(40.0992294, -83.1140771)",40.0992294,-83.1140771
629,"Columbus, OH","(39.9622601, -83.0007065)",39.9622601,-83.0007065
630,"Hilliard, OH","(40.033814, -83.1596108)",40.033814,-83.1596108
631,"Obetz, OH","(39.8789527, -82.9507363)",39.8789527,-82.9507363
632,"Westerville, OH","(40.1261743, -82.9290696)",40.1261743,-82.9290696
633,"Hebron, OH","(39.9617305, -82.4912676)",39.9617305,-82.4912676
634,"London, OH","(39.8864493, -83.448253)",39.8864493,-83.448253
635,"Reynoldsburg, OH","(39.9547861, -82.8121191)",39.9547861,-82.8121191
636,"Worthington, OH","(40.0931191, -83.017962)",40.0931191,-83.017962
637,"Powell, OH","(40.1578403, -83.0751869)",40.1578403,-83.0751869
638,"Canal Winchester, OH","(39.8428215, -82.805646)",39.8428215,-82.805646
639,"Gahanna, OH","(40.019468, -82.8790706)",40.019468,-82.8790706
640,"New Albany, OH","(40.0811745, -82.8087864)",40.0811745,-82.8087864
641,"East Columbus, OH","(39.9850643, -82.92768)",39.9850643,-82.92768
642,"Delaware, OH","(40.2986724, -83.067965)",40.2986724,-83.067965
643,"Jersey, OH","(40.0536746, -82.7232266)",40.0536746,-82.7232266
644,"Indianapolis, IN","(39.7683331, -86.1583502)",39.7683331,-86.1583502
645,"Morristown, IN","(40.7970384, -74.4809492)",40.7970384,-74.4809492
646,"Carmel, IN","(39.9788383, -86.118731)",39.9788383,-86.118731
647,"Plainfield, IN","(41.6269745, -88.2039539)",41.6269745,-88.2039539
648,"Greenfield, IN","(39.7855096, -85.7681979)",39.7855096,-85.7681979
649,"Greenwood, IN","(39.6136578, -86.1066526)",39.6136578,-86.1066526
650,"Fishers, IN","(39.9555928, -86.0138729)",39.9555928,-86.0138729
651,"Danville, IN","(40.125222, -87.6304614)",40.125222,-87.6304614
652,"Whitestown, IN","(39.9972626, -86.3458296)",39.9972626,-86.3458296
653,"Nora, IN","(43.0308323, -89.150114)",43.0308323,-89.150114
654,"Livonia, MI","(42.36837, -83.3527097)",42.36837,-83.3527097
655,"Troy, MI","(42.6055893, -83.1499304)",42.6055893,-83.1499304
656,"Detroit, MI","(42.3486635, -83.0567375)",42.3486635,-83.0567375
657,"Birmingham, MI","(33.5206824, -86.8024326)",33.5206824,-86.8024326
658,"Grosse Pointe, MI","(42.3861485, -82.9118591)",42.3861485,-82.9118591
659,"Novi, MI","(42.48059, -83.4754913)",42.48059,-83.4754913
660,"Farmington, MI","(36.7304288, -108.2089191)",36.7304288,-108.2089191
661,"Southfield, MI","(42.4733689, -83.2218731)",42.4733689,-83.2218731
662,"Franklin, MI","(38.4021095, -91.0841241)",38.4021095,-91.0841241
663,"Dearborn, MI","(42.3222599, -83.1763145)",42.3222599,-83.1763145
664,"Madison Heights, MI","(42.4858692, -83.1052028)",42.4858692,-83.1052028
665,"Riverview, MI","(38.7478279, -90.2114995)",38.7478279,-90.2114995
666,"Farmington Hills, MI","(42.4853125, -83.3771553)",42.4853125,-83.3771553
667,"Ecorse, MI","(42.2497445, -83.1385172202566)",42.2497445,-83.1385172202566
668,"Rochester, MI","(44.0233269, -92.4630215)",44.0233269,-92.4630215
669,"Bloomfield Hills, MI","(42.583645, -83.2454883)",42.583645,-83.2454883
670,"Pontiac, MI","(42.6389216, -83.2910468)",42.6389216,-83.2910468
671,"Warren, MI","(42.4775364, -83.0277001)",42.4775364,-83.0277001
672,"Plymouth, MI","(45.0065149, -93.46651)",45.0065149,-93.46651
673,"Sterling Heights, MI","(42.5803122, -83.0302033)",42.5803122,-83.0302033
674,"Bingham Farms, MI","(42.515868, -83.2732643)",42.515868,-83.2732643
675,"Memphis, TN","(35.1490215, -90.0516285)",35.1490215,-90.0516285
676,"Olive Branch, MS","(34.9617605, -89.8295315)",34.9617605,-89.8295315
677,"Collierville, TN","(35.042036, -89.6645266)",35.042036,-89.6645266
678,"Germantown, TN","(35.0867577, -89.8100858)",35.0867577,-89.8100858
679,"Millington, TN","(35.3414745, -89.8973084)",35.3414745,-89.8973084
680,"Cordova, TN","(35.1556451, -89.7761955)",35.1556451,-89.7761955
681,"Southaven, MS","(34.9889818, -90.0125913)",34.9889818,-90.0125913
682,"Las Vegas, NV","(36.1662859, -115.149225)",36.1662859,-115.149225
683,"Henderson, NV","(36.0391456, -114.9819235)",36.0391456,-114.9819235
684,"North Las Vegas, NV","(36.2008371, -115.1120958)",36.2008371,-115.1120958
685,"Nellis AFB, NV","(36.2448129, -115.05680498438)",36.2448129,-115.05680498438
686,"Sparks, MD","(39.5303908, -76.6458407)",39.5303908,-76.6458407
687,"Baltimore, MD","(39.2908816, -76.610759)",39.2908816,-76.610759
688,"Owings Mills, MD","(39.4010753, -76.796299)",39.4010753,-76.796299
689,"Hanover, MD","(39.1928853, -76.7241371)",39.1928853,-76.7241371
690,"Bel Air, MD","(39.5355063, -76.3490396)",39.5355063,-76.3490396
692,"Middle River, MD","(39.3342745, -76.4394057)",39.3342745,-76.4394057
693,"Towson, MD","(39.4018552, -76.602388)",39.4018552,-76.602388
694,"Timonium, MD","(39.4368436, -76.6187044)",39.4368436,-76.6187044
695,"Harmans, MD","(39.1573304, -76.6966356)",39.1573304,-76.6966356
696,"Glen Burnie, MD","(39.1626298, -76.6250756)",39.1626298,-76.6250756
697,"Linthicum, MD","(39.2039094, -76.6597094)",39.2039094,-76.6597094
698,"White Marsh, MD","(39.3819338, -76.457304)",39.3819338,-76.457304
699,"Linthicum Heights, MD","(39.2039094, -76.6597094)",39.2039094,-76.6597094
700,"Annapolis, MD","(38.9786401, -76.492786)",38.9786401,-76.492786
701,"Marriottsville, MD","(39.3501959, -76.8993808)",39.3501959,-76.8993808
702,"Louisville, KY","(38.2542376, -85.759407)",38.2542376,-85.759407
703,"Jeffersonville, IN","(38.2770227, -85.7371604)",38.2770227,-85.7371604
704,"New Albany, IN","(38.2856247, -85.8241312)",38.2856247,-85.8241312
705,"Hurstbourne, KY","(38.2381263, -85.5882937)",38.2381263,-85.5882937
